# 40c15c8c-8025-412f-92dc-30704928043e
# da39a3ee5e6b4b0d3255bfef95601890afd80709
# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2
1141.2727017; 208.3854703; 110.1675588; -0.6431511; 0.0013790; 38.0376525; 3.9685900
1143.2714280; 209.5819216; 111.7687710; -0.6402267; 0.0015491; 38.2456175; 3.9052839
1145.2701542; 210.7732672; 113.3735048; -0.6369422; 0.0017375; 38.4491670; 3.8689100
1147.2688805; 211.9590595; 114.9824061; -0.6332755; 0.0019356; 38.6497636; 3.8419297
1149.2676068; 213.1387458; 116.5960579; -0.6292023; 0.0021406; 38.8479364; 3.7757449
1151.2663331; 214.3113388; 118.2145034; -0.6247112; 0.0023535; 39.0417152; 3.7378567
1153.2650593; 215.4763506; 119.8385087; -0.6197950; 0.0025659; 39.2326067; 3.7087842
1155.2637856; 216.6331701; 121.4686815; -0.6144543; 0.0027762; 39.4210999; 3.6391471
1157.2625119; 217.7807147; 123.1049317; -0.6087115; 0.0029706; 39.6051819; 3.6015018
1159.2612382; 218.9185805; 124.7480472; -0.6025789; 0.0031674; 39.7865212; 3.5717488
1161.2599644; 220.0462210; 126.3986263; -0.5960494; 0.0033641; 39.9655497; 3.5031904
1163.2586907; 221.1625018; 128.0563845; -0.5891451; 0.0035457; 40.1403662; 3.4719509
1165.2574170; 222.2672013; 129.7222625; -0.5819404; 0.0036110; 40.3128758; 3.4245834
1167.2561432; 223.3598103; 131.3959926; -0.5747482; 0.0035873; 40.4823118; 2.9425227
1169.2548695; 224.4403686; 133.0775043; -0.5675792; 0.0035861; 40.6273327; 2.0427152
1171.2535958; 225.5088494; 134.7667131; -0.5604263; 0.0035593; 40.7277034; 1.1987630
1173.2523221; 226.5652152; 136.4633615; -0.5533603; 0.0035110; 40.7864906; -1.1451271
1175.2510483; 227.6097950; 138.1675849; -0.5464192; 0.0034342; 40.7303355; -2.5622440
1177.2497746; 228.6426008; 139.8788476; -0.5396408; 0.0033394; 40.6044059; -3.8927514
1179.2485009; 229.6638250; 141.5967298; -0.5330788; 0.0032274; 40.4123334; -6.5387485
1181.2472272; 230.6742159; 143.3215732; -0.5267778; 0.0030768; 40.0876334; -7.6265120
1183.2459534; 231.6738684; 145.0523959; -0.5207928; 0.0028975; 39.7055630; -8.6763042
1185.2446797; 232.6633117; 146.7886714; -0.5152104; 0.0026893; 39.2663803; -9.9930928
1187.2434060; 233.6437843; 148.5307938; -0.5101278; 0.0023951; 38.7543766; -10.2922942
1189.2421322; 234.6157519; 150.2772985; -0.5056594; 0.0020513; 38.2198737; -10.5836220
1191.2408585; 235.5803695; 152.0274244; -0.5019550; 0.0016560; 37.6623316; -11.2014509
1193.2395848; 236.5395812; 153.7813956; -0.4990799; 0.0012194; 37.0631077; -11.3322587
1195.2383111; 237.4943404; 155.5373899; -0.4970634; 0.0008169; 36.4468625; -11.4553392
1197.2370373; 238.4459963; 157.2945198; -0.4957957; 0.0004516; 35.8131486; -11.6684034
1199.2357636; 239.3964313; 159.0532623; -0.4952022; 0.0001426; 35.1559059; -11.5861306
1201.2344899; 240.3460128; 160.8116723; -0.4951536; -0.0000176; 34.4909077; -11.4963564
1203.2332162; 241.2957169; 162.5702189; -0.4951925; -0.0000214; 33.8181398; -11.5024557
1205.2319424; 242.2454926; 164.3287323; -0.4952290; -0.0000150; 33.1313455; -11.3935194
1207.2306687; 243.1953697; 166.0873098; -0.4952486; -0.0000005; 32.4367231; -11.2767605
1209.2293950; 244.1453128; 167.8460079; -0.4952270; 0.0000221; 31.7342510; -11.2418855
1211.2281212; 245.0949975; 169.6045140; -0.4950885; 0.0001165; 31.0181202; -11.0680342
1213.2268475; 246.0443299; 171.3633633; -0.4947382; 0.0002570; 30.2965319; -10.8879385
1215.2255738; 246.9928592; 173.1229026; -0.4940385; 0.0004434; 29.5695084; -10.7306389
1217.2243001; 247.9395552; 174.8829449; -0.4928434; 0.0007524; 28.8350586; -10.4884554
1219.2230263; 248.8836885; 176.6445916; -0.4909967; 0.0011296; 28.0986388; -10.2437099
1221.2217526; 249.8239682; 178.4086260; -0.4882945; 0.0015742; 27.3602770; -9.9763522
1223.2204789; 250.7583403; 180.1751485; -0.4845599; 0.0021628; 26.6215094; -9.6819215
1225.2192052; 251.6851937; 181.9459633; -0.4796077; 0.0028353; 25.8843919; -9.3894574
1227.2179314; 252.6021404; 183.7223119; -0.4731832; 0.0035919; 25.1489131; -9.0229174
1229.2166577; 253.5058313; 185.5045025; -0.4650798; 0.0045170; 24.4212847; -8.6753719
1231.2153840; 254.3936638; 187.2953590; -0.4550660; 0.0055744; 23.7006278; -8.3334598
1233.2141102; 255.2615568; 189.0962120; -0.4427113; 0.0067890; 22.9871083; -7.8465359
1235.2128365; 256.1046228; 190.9070995; -0.4285116; 0.0074070; 22.2944162; -7.4400714
1237.2115628; 256.9205484; 192.7299454; -0.4127511; 0.0088339; 21.6171150; -7.0372164
1239.2102891; 257.7055856; 194.5706202; -0.3927577; 0.0111189; 20.9563528; -6.4126528
1241.2090153; 258.4475608; 196.4235540; -0.3682105; 0.0134886; 20.3355464; -6.0066526
1243.2077416; 259.1408161; 198.2998450; -0.3388679; 0.0157868; 19.7363406; -5.5698408
1245.2064679; 259.7743174; 200.1965169; -0.3051124; 0.0179856; 19.1639757; -5.0165918
1247.2051941; 260.3389086; 202.1136036; -0.2669715; 0.0201891; 18.6334210; -4.6961545
1249.2039204; 260.8258369; 204.0525922; -0.2243670; 0.0223733; 18.1226853; -4.3154758
1251.2026467; 261.2254894; 206.0108046; -0.1775934; 0.0244466; 17.6403178; -3.9620900
1253.2013730; 261.5289268; 207.9857306; -0.1265955; 0.0265923; 17.1855331; -3.7366046
1255.2000992; 261.7271139; 209.9745429; -0.0713855; 0.0285515; 16.7453172; -3.4546542
1257.1988255; 261.8115774; 211.9714626; -0.0125501; 0.0303754; 16.3277626; -3.2295781
1259.1975518; 261.7745350; 213.9736548; 0.0501304; 0.0322028; 15.9275154; -3.0666254
1261.1962781; 261.6087408; 215.9642259; 0.1169386; 0.0346777; 15.5379232; -2.8661479
1263.1950043; 261.3047690; 217.9441619; 0.1885028; 0.0369825; 15.1647541; -2.7593879
1265.1937306; 260.8544648; 219.8980012; 0.2652264; 0.0392040; 14.7965957; -2.6811551
1267.1924569; 260.2565309; 221.7970504; 0.3456796; 0.0415439; 14.4298806; -2.6652052
1269.1911831; 259.5001645; 223.6488661; 0.4304596; 0.0433723; 14.0558679; -1.5528810
1271.1899094; 258.5842451; 225.4300364; 0.5206335; 0.0466958; 13.8332879; -1.1594132
1273.1886357; 257.5162333; 227.1040134; 0.6161441; 0.0495748; 13.6647413; -0.8068593
1275.1873620; 256.2870417; 228.6696766; 0.7146077; 0.0486129; 13.5462088; 0.3779125
1277.1860882; 254.9065103; 230.1147100; 0.8097767; 0.0463296; 13.6018550; 0.2277169
1279.1848145; 253.4033818; 231.4199874; 0.9019662; 0.0468667; 13.6352759; 0.7623712
1281.1835408; 251.7770241; 232.5851335; 0.9957024; 0.0451038; 13.7465738; 1.3837370
1283.1822671; 250.0479884; 233.6012030; 1.0819946; 0.0409840; 13.9463154; 2.0451043
1285.1809933; 248.2496880; 234.4688278; 1.1590307; 0.0364217; 14.2363942; 1.8250479
1287.1797196; 246.3875278; 235.2041948; 1.2301703; 0.0355948; 14.4903576; 1.6827441
1289.1784459; 244.4803655; 235.8038296; 1.3026042; 0.0366833; 14.7206370; 1.5522715
1291.1771721; 242.5358575; 236.2623708; 1.3757612; 0.0364983; 14.9299124; 1.6039999
1293.1758984; 240.5651132; 236.5782072; 1.4475151; 0.0350991; 15.1431238; 1.7128753
1295.1746247; 238.5765146; 236.7555704; 1.5154589; 0.0330295; 15.3675416; 1.8712221
1297.1733510; 236.5761935; 236.8013304; 1.5798131; 0.0313035; 15.6090185; 2.1965631
1299.1720772; 234.5827197; 236.7226149; 1.6398973; 0.0289039; 15.8877977; 2.4184849
1301.1708035; 232.5929827; 236.5285609; 1.6953263; 0.0264714; 16.1891906; 2.6463305
1303.1695298; 230.6135686; 236.2289756; 1.7458936; 0.0240929; 16.5126762; 3.0179255
1305.1682561; 228.6560207; 235.8361147; 1.7907525; 0.0208938; 16.8740181; 3.2259326
1307.1669823; 226.7132099; 235.3609047; 1.8297497; 0.0182816; 17.2518985; 3.4409009
1309.1657086; 224.7899891; 234.8151509; 1.8641354; 0.0161592; 17.6460431; 3.7553489
1311.1644349; 222.8857410; 234.2070517; 1.8952745; 0.0149954; 18.0663961; 3.9408255
1313.1631611; 221.0008830; 233.5423192; 1.9239341; 0.0135398; 18.4972411; 4.1288567
1315.1618874; 219.1349414; 232.8269698; 1.9492621; 0.0118178; 18.9381319; 4.3586432
1317.1606137; 217.2859095; 232.0673226; 1.9714885; 0.0104197; 19.3926870; 4.5099870
1319.1593400; 215.4533340; 231.2694097; 1.9909773; 0.0091293; 19.8520721; 4.6601285
1321.1580662; 213.6359790; 230.4383456; 2.0080199; 0.0079366; 20.3158414; 4.8149560
1323.1567925; 211.8315211; 229.5781785; 2.0228952; 0.0069454; 20.7841518; 4.9328543
1325.1555188; 210.0394388; 228.6931500; 2.0358406; 0.0060523; 21.2532308; 5.0482505
1327.1542451; 208.2584364; 227.7866240; 2.0471200; 0.0052472; 21.7227982; 5.1429620
1329.1529713; 206.4867070; 226.8611959; 2.0569602; 0.0045979; 22.1909600; 5.2228785
1331.1516976; 204.7237492; 225.9196009; 2.0655598; 0.0040498; 22.6564983; 5.3001850
1333.1504239; 202.9685237; 224.9637883; 2.0731784; 0.0035953; 23.1193459; 5.3208993
1335.1491501; 201.2201684; 223.9952406; 2.0801120; 0.0033423; 23.5748637; 5.3286928
1337.1478764; 199.4784170; 223.0150583; 2.0866032; 0.0031931; 24.0223936; 5.3472861
1339.1466027; 197.7428199; 222.0236955; 2.0929002; 0.0031135; 24.4632564; 5.3034013
1341.1453290; 196.0135567; 221.0216027; 2.0990861; 0.0030765; 24.8927903; 5.2957123
1343.1440552; 194.2905525; 220.0089264; 2.1052132; 0.0030632; 25.3144301; 5.3064154
1345.1427815; 192.5735453; 218.9855797; 2.1113319; 0.0030474; 25.7299925; 5.2701778
1347.1415078; 190.8630410; 217.9519760; 2.1173361; 0.0029606; 26.1361780; 5.2568429
1349.1402341; 189.1588227; 216.9083432; 2.1231898; 0.0029101; 26.5351424; 5.2649639
1351.1389603; 187.4601016; 215.8544411; 2.1289745; 0.0028781; 26.9287991; 5.2312152
1353.1376866; 185.7679350; 214.7910730; 2.1346990; 0.0028505; 27.3143142; 5.2139179
1355.1364129; 184.0819745; 213.7181588; 2.1403692; 0.0028248; 27.6932148; 5.2199677
1357.1351391; 182.4014343; 212.6353140; 2.1459920; 0.0028003; 28.0674317; 5.1874380
1359.1338654; 180.7274994; 211.5434167; 2.1515648; 0.0027765; 28.4344379; 5.1689807
1361.1325917; 179.0597272; 210.4422991; 2.1570900; 0.0027529; 28.7954860; 5.1737471
1363.1313180; 177.3974464; 209.3316246; 2.1625706; 0.0027298; 29.1523896; 5.1415902
1365.1300442; 175.7417442; 208.2122303; 2.1680026; 0.0027064; 29.5027979; 5.1244117
1367.1287705; 174.0921050; 207.0838860; 2.1733884; 0.0026828; 29.8479426; 5.1284572
1369.1274968; 172.4481422; 205.9464353; 2.1787289; 0.0026598; 30.1894094; 5.0962449
1371.1262231; 170.8106262; 204.8005246; 2.1840204; 0.0026357; 30.5249478; 5.0819494
1373.1249493; 169.1790634; 203.6459276; 2.1892660; 0.0026133; 30.8559117; 5.0856332
1375.1236756; 167.5534337; 202.4827368; 2.1944684; 0.0025882; 31.1835993; 5.0535623
1377.1224019; 165.9339725; 201.3112591; 2.1995925; 0.0025396; 31.5058446; 5.0431623
1379.1211281; 164.3204092; 200.1315322; 2.2046067; 0.0024688; 31.8241739; 5.0468082
1381.1198544; 162.7128554; 198.9439830; 2.2094598; 0.0024065; 32.1395772; 5.0150513
1383.1185807; 161.1109766; 197.7485855; 2.2143491; 0.0024857; 32.4499592; 4.9872935
1385.1173070; 159.5150782; 196.5452663; 2.2193854; 0.0025476; 32.7557067; 4.9689927
1387.1160332; 157.9253426; 195.3338488; 2.2245302; 0.0026041; 33.0575200; 4.8646785
1389.1147595; 156.3418920; 194.1141198; 2.2298235; 0.0026925; 33.3503516; 4.8128372
1391.1134858; 154.7650436; 192.8859010; 2.2352894; 0.0027742; 33.6375540; 4.7768246
1393.1122121; 153.1950906; 191.6490062; 2.2409114; 0.0028512; 33.9202030; 4.6786019
1395.1109383; 151.6321203; 190.4031152; 2.2466827; 0.0029236; 34.1947753; 4.6335505
1397.1096646; 150.0764857; 189.1481372; 2.2525947; 0.0029892; 34.4645478; 4.5997257
1399.1083909; 148.5284507; 187.8839483; 2.2586298; 0.0030495; 34.7302785; 4.5072471
1401.1071171; 146.9880337; 186.6102575; 2.2647777; 0.0031021; 34.9887089; 4.4681273
1403.1058434; 145.4555873; 185.3270774; 2.2710286; 0.0031510; 35.2430259; 4.4365153
1405.1045697; 143.9313277; 184.0343361; 2.2773720; 0.0031965; 35.4937408; 4.3492660
1407.1032960; 142.4152317; 182.7317788; 2.2838009; 0.0032363; 35.7378178; 4.3149566
1409.1020222; 140.9076471; 181.4194893; 2.2903078; 0.0032734; 35.9783331; 4.2852679
1411.1007485; 139.4087503; 180.0974270; 2.2968847; 0.0033079; 36.2156128; 4.2027754
1413.0994748; 137.9185014; 178.7653747; 2.3035268; 0.0033381; 36.4468243; 4.1724167
1415.0982011; 136.4372317; 177.4234624; 2.3102280; 0.0033663; 36.6749239; 4.1444419
1417.0969273; 134.9650837; 176.0716695; 2.3169823; 0.0033925; 36.9000983; 4.0663077
1419.0956536; 133.5020218; 174.7098224; 2.3237862; 0.0034155; 37.1196999; 4.0392187
1421.0943799; 132.0483474; 173.3380730; 2.3306348; 0.0034367; 37.3365599; 4.0127837
1423.0931061; 130.6041744; 171.9564139; 2.3375233; 0.0034564; 37.5507606; 3.9386460
1425.0918324; 129.1694900; 170.5647247; 2.3444498; 0.0034744; 37.7598222; 3.9142958
1427.0905587; 127.7445526; 169.1631539; 2.3514106; 0.0034893; 37.9664508; 3.8882224
1429.0892850; 126.3294481; 167.7517039; 2.3583964; 0.0035010; 38.1705956; 3.8212093
1431.0880112; 124.9241930; 166.3303410; 2.3653874; 0.0034941; 38.3701638; 3.8000888
1433.0867375; 123.5289282; 164.8992317; 2.3723581; 0.0034747; 38.5676049; 3.7764193
1435.0854638; 122.1436375; 163.4584720; 2.3792705; 0.0034421; 38.7628198; 3.7197492
1437.0841901; 120.7682655; 162.0082115; 2.3860930; 0.0033840; 38.9541490; 3.7022829
1439.0829163; 119.4027425; 160.5486931; 2.3927930; 0.0033146; 39.1436511; 3.6818395
1441.0816426; 118.0469052; 159.0801490; 2.3993365; 0.0032331; 39.3312014; 3.6339657
1443.0803689; 116.7005958; 157.6028992; 2.4057019; 0.0031359; 39.5154401; 3.6190257
1445.0790951; 115.3635626; 156.1172309; 2.4118701; 0.0030341; 39.6980716; 3.6006824
1447.0778214; 114.0355432; 154.6234604; 2.4178279; 0.0029275; 39.8789474; 3.5580584
1449.0765477; 112.7163179; 153.1219861; 2.4235665; 0.0028145; 40.0568798; 3.5442029
1451.0752740; 111.4055536; 151.6131079; 2.4290773; 0.0026980; 40.2333369; 3.5264117
1453.0740002; 110.1029042; 150.0971377; 2.4343487; 0.0025767; 40.4081435; 3.4864354
1455.0727265; 108.8081838; 148.5745765; 2.4394035; 0.0024833; 40.5802282; 3.4727409
1457.0714528; 107.5209606; 147.0455189; 2.4442740; 0.0023884; 40.7509146; 3.4544509
1459.0701791; 106.2410116; 145.5102868; 2.4489492; 0.0022897; 40.9199957; 3.4164612
1461.0689053; 104.9681932; 143.9693206; 2.4534302; 0.0021947; 41.0865329; 3.4029633
1463.0676316; 103.7020886; 142.4227147; 2.4577233; 0.0021024; 41.2517438; 3.3841848
1465.0663579; 102.4424854; 140.8707897; 2.4618367; 0.0020135; 41.4153895; 3.3480406
1467.0650841; 101.1891849; 139.3138618; 2.4657768; 0.0019295; 41.5766536; 3.3346707
1469.0638104; 99.9418652; 137.7520702; 2.4695509; 0.0018482; 41.7366543; 3.3153292
1471.0625367; 98.7003301; 136.1856890; 2.4731668; 0.0017700; 41.8951212; 3.2810381
1473.0612630; 97.4643510; 134.6149299; 2.4766304; 0.0016963; 42.0513612; 3.2678261
1475.0599892; 96.2336991; 133.0399820; 2.4799485; 0.0016249; 42.2063971; 3.2480064
1477.0587155; 95.0081839; 131.4610639; 2.4831279; 0.0015565; 42.3599304; 3.2155515
1479.0574418; 93.7875602; 129.8783028; 2.4861741; 0.0014920; 42.5113834; 3.2025243
1481.0561681; 92.5716833; 128.2919360; 2.4890930; 0.0014297; 42.6616884; 3.1823413
1483.0548943; 91.3603620; 126.7021229; 2.4918910; 0.0013701; 42.8105234; 3.1516522
1485.0536206; 90.1533465; 125.1089267; 2.4945729; 0.0013139; 42.9574149; 3.1388289
1487.0523469; 88.9505649; 123.5126263; 2.4971441; 0.0012597; 43.1032112; 3.1184152
1489.0510731; 87.7518210; 121.9133211; 2.4996101; 0.0012080; 43.2475726; 3.0893785
1491.0497994; 86.5568715; 120.3110293; 2.5019755; 0.0011593; 43.3901161; 3.0767720
1493.0485257; 85.3657045; 118.7060627; 2.5042448; 0.0011123; 43.5316141; 3.0562714
1495.0472520; 84.1781170; 117.0984622; 2.5064233; 0.0010676; 43.6717154; 3.0287422
1497.0459782; 82.9938806; 115.4882177; 2.5085148; 0.0010256; 43.8101128; 3.0163605
1499.0447045; 81.8130312; 113.8756633; 2.5105234; 0.0009851; 43.9475112; 2.9959213
1501.0434308; 80.6353595; 112.2607868; 2.5124538; 0.0009466; 44.0835547; 2.9697330
1503.0421571; 79.4606570; 110.6435617; 2.5143094; 0.0009105; 44.2179959; 2.9575804
1505.0408833; 78.2889963; 109.0243349; 2.5160939; 0.0008758; 44.3514819; 2.9373480
1507.0396096; 77.1201643; 107.4030486; 2.5178115; 0.0008429; 44.4836583; 2.9123220
1509.0383359; 75.9539747; 105.7796674; 2.5194651; 0.0008121; 44.6143220; 2.9003994
1511.0370621; 74.7905267; 104.1545423; 2.5210581; 0.0007825; 44.7440715; 2.8805112
1513.0357884; 73.6296081; 102.5275794; 2.5225942; 0.0007546; 44.8725600; 2.8564650
1515.0345147; 72.4710539; 100.8987384; 2.5240761; 0.0007285; 44.9996136; 2.8447703
1517.0332410; 71.3149820; 99.2683663; 2.5255067; 0.0007036; 45.1257915; 2.8253512
1519.0319672; 70.1611863; 97.6363440; 2.5268898; 0.0006803; 45.2507598; 2.8021059
1521.0306935; 69.0095214; 96.0026260; 2.5282277; 0.0006587; 45.3743601; 2.7906433
1523.0294198; 67.8601188; 94.3675502; 2.5295240; 0.0006414; 45.4971210; 2.7718207
1525.0281461; 66.7127961; 92.7309726; 2.5307980; 0.0006334; 45.6187268; 2.7492138
1527.0268723; 65.5674684; 91.0928426; 2.5320451; 0.0006117; 45.7390215; 2.7379427
1529.0255986; 64.4242378; 89.4534473; 2.5332432; 0.0005883; 45.8585094; 2.7197177
1531.0243249; 63.2829113; 87.8126719; 2.5343991; 0.0005683; 45.9768945; 2.6975144
1533.0230511; 62.1433966; 86.1705209; 2.5355196; 0.0005539; 46.0940128; 2.6864337
1535.0217774; 61.0057667; 84.5272047; 2.5366136; 0.0005411; 46.2103549; 2.6688944
1537.0205037; 59.8698998; 82.8826373; 2.5376831; 0.0005291; 46.3256482; 2.6470255
1539.0192300; 58.7357349; 81.2368136; 2.5387300; 0.0005187; 46.4397141; 2.6361398
1541.0179562; 57.6033217; 79.5898797; 2.5397570; 0.0005093; 46.5530330; 2.6192963
1543.0166825; 56.4725750; 77.9417778; 2.5407666; 0.0005010; 46.6653554; 2.5976921
1545.0154088; 55.3434582; 76.2925127; 2.5417609; 0.0004942; 46.7764850; 2.5870055
1547.0141351; 54.2159955; 74.6421689; 2.5427423; 0.0004882; 46.8868956; 2.5708630
1549.0128613; 53.0901355; 72.9907131; 2.5437133; 0.0004834; 46.9963603; 2.5494857
1551.0115876; 51.9658685; 71.3381641; 2.5446760; 0.0004802; 47.1046636; 2.5389994
1553.0103139; 50.8431933; 69.6845445; 2.5456330; 0.0004777; 47.2122745; 2.5235367
1555.0090401; 49.7220895; 68.0298420; 2.5465860; 0.0004760; 47.3189875; 2.5023695
1557.0077664; 48.6025770; 66.3740957; 2.5475382; 0.0004773; 47.4245683; 2.4920596
1559.0064927; 47.4846318; 64.7172635; 2.5484923; 0.0004739; 47.5294811; 2.4771946
1561.0052190; 46.3682433; 63.0593585; 2.5494263; 0.0004606; 47.6335390; 2.4561502
1563.0039452; 45.2533896; 61.4004278; 2.5503442; 0.0004598; 47.7364890; 2.4460961
1565.0026715; 44.1400433; 59.7404456; 2.5512676; 0.0004697; 47.8387974; 2.4319571
1567.0013978; 43.0282936; 58.0794675; 2.5522317; 0.0004949; 47.9402980; 2.4114675
1569.0001241; 41.9181414; 56.4173356; 2.5532323; 0.0005041; 48.0407316; 2.4017181
1570.9988503; 40.8097023; 54.7541425; 2.5542472; 0.0005124; 48.1405510; 2.3882881
1572.9975766; 39.7029786; 53.0898308; 2.5552823; 0.0005234; 48.2396074; 2.3681217
1574.9963029; 38.5979445; 51.4242824; 2.5563407; 0.0005357; 48.3376269; 2.3586211
1576.9950291; 37.4947385; 49.7576181; 2.5574243; 0.0005492; 48.4350560; 2.3458863
1578.9937554; 36.3933769; 48.0897644; 2.5585371; 0.0005643; 48.5317651; 2.3259575
1580.9924817; 35.2938414; 46.4205827; 2.5596822; 0.0005817; 48.6274627; 2.3166352
1582.9912080; 34.1962925; 44.7501917; 2.5608631; 0.0006006; 48.7225899; 2.3045116
1584.9899342; 33.1007619; 43.0785026; 2.5620842; 0.0006213; 48.8170353; 2.2846322
1586.9886605; 32.0072594; 41.4053773; 2.5633491; 0.0006446; 48.9104861; 2.2753883
1588.9873868; 30.9159528; 39.7309043; 2.5646618; 0.0006701; 49.0033816; 2.2637678
1590.9861130; 29.8268950; 38.0549781; 2.5660293; 0.0006982; 49.0956282; 2.2436924
1592.9848393; 28.7401474; 36.3774869; 2.5674537; 0.0007272; 49.1868861; 2.2344188
1594.9835656; 27.6558651; 34.6984558; 2.5689409; 0.0007674; 49.2775988; 2.2231848
1596.9822919; 26.5741552; 33.0177505; 2.5705304; 0.0008230; 49.3676901; 2.2026798
1598.9810181; 25.4952428; 31.3353253; 2.5722235; 0.0008706; 49.4567885; 2.1930818
1600.9797444; 24.4192497; 29.6510131; 2.5740052; 0.0009063; 49.5453395; 2.1818579
1602.9784707; 23.3462174; 27.9646154; 2.5758386; 0.0009281; 49.6332806; 2.1601270
1604.9771970; 22.2764724; 26.2764443; 2.5777440; 0.0009805; 49.7201926; 2.1499715
1606.9759232; 21.2099498; 24.5860403; 2.5797590; 0.0010370; 49.8065453; 2.1384673
1608.9746495; 20.1468580; 22.8933086; 2.5818908; 0.0010960; 49.8922878; 2.1151431
1610.9733758; 19.0876577; 21.1985330; 2.5841475; 0.0011628; 49.9769503; 2.1040214
1612.9721020; 18.0322961; 19.5011342; 2.5865403; 0.0012335; 50.0610257; 2.0916888
1614.9708283; 16.9810374; 17.8009994; 2.5890808; 0.0013084; 50.1444684; 2.0658231
1616.9695546; 15.9344259; 16.0984323; 2.5917787; 0.0013918; 50.2267433; 2.0531313
1618.9682809; 14.8924447; 14.3927802; 2.5946459; 0.0014795; 50.3083794; 2.0392331
1620.9670071; 13.8554294; 12.6839156; 2.5976960; 0.0015721; 50.3893320; 2.0095193
1622.9657334; 12.8239812; 10.9721098; 2.6009387; 0.0016733; 50.4689780; 1.9944691
1624.9644597; 11.7981573; 9.2566851; 2.6043864; 0.0017785; 50.5479033; 1.9780529
1626.9631860; 10.7783671; 7.5375037; 2.6080507; 0.0018879; 50.6260576; 1.9431104
1628.9619122; 9.7652378; 5.8147628; 2.6119386; 0.0020030; 50.7027139; 1.9251285
1630.9606385; 8.7589197; 4.0878189; 2.6160578; 0.0021195; 50.7785467; 1.9054574
1632.9593648; 7.7598741; 2.3565357; 2.6204122; 0.0022374; 50.8534933; 1.8652269
1634.9580910; 6.7687061; 0.6210239; 2.6250000; 0.0023535; 50.9267507; 1.8448983
1636.9568173; 5.7856388; -1.1192608; 2.6298185; 0.0024663; 50.9991062; 1.8225023
1638.9555436; 4.8111291; -2.8644290; 2.6348574; 0.0025756; 51.0704826; 1.7801444
1640.9542699; 3.8456955; -4.6144324; 2.6401035; 0.0026737; 51.1401040; 1.7598190
1642.9529961; 2.8895761; -6.3696623; 2.6455420; 0.0027645; 51.2088375; 1.7372340
1644.9517224; 1.9431523; -8.1301784; 2.6511505; 0.0028474; 51.2765984; 1.6985888
1646.9504487; 1.0068039; -9.8959544; 2.6569091; 0.0029143; 51.3427655; 1.6811853
1648.9491750; 0.0807259; -11.6672114; 2.6627969; 0.0029732; 51.4081709; 1.6616727
1650.9479012; -0.8348167; -13.4439496; 2.6687893; 0.0030231; 51.4727354; 1.6310301
1652.9466275; -1.7395923; -15.2261402; 2.6748685; 0.0030593; 51.5360306; 1.6176171
1654.9453538; -2.6334679; -17.0138576; 2.6810169; 0.0030902; 51.5987287; 1.6023629
1656.9440800; -3.5162839; -18.8070575; 2.6872181; 0.0031150; 51.6607605; 1.5782361
1658.9428063; -4.3879185; -20.6057120; 2.6934638; 0.0031343; 51.7217855; 1.5665927
1660.9415326; -5.2482702; -22.4097967; 2.6997475; 0.0031531; 51.7822892; 1.5529159
1662.9402589; -6.0972289; -24.2192540; 2.7060682; 0.0031716; 51.8421950; 1.5281435
1664.9389851; -6.9347085; -26.0340808; 2.7124298; 0.0031943; 51.9010777; 1.5142968
1666.9377114; -7.7605787; -27.8542055; 2.7188377; 0.0032179; 51.9593610; 1.4974874
1668.9364377; -8.5747150; -29.6795817; 2.7252939; 0.0032425; 52.0169331; 1.4666429
1670.9351640; -9.3770219; -31.5102279; 2.7317939; 0.0032611; 52.0732577; 1.4007876
1672.9338902; -10.1673613; -33.3460260; 2.7383360; 0.0032945; 52.1269963; 1.3102442
1674.9326165; -10.9456002; -35.1870125; 2.7449763; 0.0033500; 52.1772114; 1.1604100
1676.9313428; -11.7115008; -37.0331561; 2.7517108; 0.0033872; 52.2216437; 1.0835394
1678.9300690; -12.4648913; -38.8844565; 2.7585152; 0.0034199; 52.2630985; 0.9920505
1680.9287953; -13.2056109; -40.7408630; 2.7653790; 0.0034483; 52.3010243; 0.8830243
1682.9275216; -13.9335197; -42.6023167; 2.7722891; 0.0034651; 52.3347589; 0.6878731
1684.9262479; -14.6485234; -44.4687765; 2.7792282; 0.0034750; 52.3610230; 0.4078987
1686.9249741; -15.3505489; -46.3401583; 2.7861752; 0.0034764; 52.3765910; -0.2529245
1688.9237004; -16.0395564; -48.2163624; 2.7931156; 0.0034673; 52.3669383; -0.7034253
1690.9224267; -16.7155484; -50.0973039; 2.8000339; 0.0034530; 52.3400833; -1.2883652
1692.9211530; -17.3785439; -51.9828640; 2.8069148; 0.0034324; 52.2908610; -2.2774655
1694.9198792; -18.0285923; -53.8729268; 2.8137474; 0.0034036; 52.2037363; -2.8716730
1696.9186055; -18.6657687; -55.7673697; 2.8205196; 0.0033716; 52.0936724; -3.6300959
1698.9173318; -19.2901632; -57.6660568; 2.8272229; 0.0033361; 51.9542065; -4.7212298
1700.9160580; -19.9018883; -59.5688797; 2.8338553; 0.0033005; 51.7722578; -5.2979210
1702.9147843; -20.5010444; -61.4756866; 2.8404172; 0.0032667; 51.5673200; -6.0152113
1704.9135106; -21.0877337; -63.3863546; 2.8469160; 0.0032362; 51.3336436; -6.8092955
